time in h,cXL in g/l,cS1L in g/l,cS2L in g/l,cS3L in g/l,NSt in rpm,FnG in l/min,FnO2 in l/min,FnN2 in l/min,FnCO2 in l/min,pHL in -,thetaL in °C
0.0122222222222222,3.01255414867795,9.97092424889228,0,0.000328723801477623,540.537861596458,7.5,0,0,0,7.28410859725994,32.0203607922387
0.0127777777777778,3.01316418734679,9.96950944284909,0,0.000355625901797021,514.746458134381,7.5,0,0,0,7.28167154196552,32.021055347357
0.0133333333333333,3.01377277404134,9.96809663381769,0,0.000383354383095793,473.637859608641,7.5,0,0,0,7.27924510574156,32.021476955184
0.0138888888888889,3.01438024868912,9.96668540864338,0,0.000411759028578321,450,7.5,0,0,0,7.2768297587439,32.0215562586929
0.0144444444444444,3.01498683989632,9.96527556893554,0,0.00044073726588685,450,7.5,0,0,0,7.27442560181803,32.0214584448255
0.015,3.01559265745016,9.96386727820186,0,0.000470237518467272,450,7.5,0,0,0,7.27203244899543,32.0213414004017
0.0155555555555556,3.01619761093019,9.96246126526493,0,0.000500295778519361,450,7.5,0,0,0,7.26964946248357,32.0212063650181
0.0161111111111111,3.01680129717891,9.96105889894925,0,0.0005310836995653,450,7.5,0,0,0,7.26727480410083,32.0210538925728
0.0166666666666667,3.01740295898123,9.95966117697315,0,0.000562924584538744,450,7.5,0,0,0,7.264905699994,32.0208838052195
0.0172222222222222,3.01800204438357,9.95826832566736,0,0.000596052254867341,450,7.5,0,0,0,7.26254098253368,32.0206963011207
0.0177777777777778,3.0185984281766,9.95688047885917,0,0.000630516649298254,450,7.5,0,0,0,7.26018094938015,32.020492360906
0.0183333333333333,3.01919203637233,9.95549769845673,0,0.000666345579154002,450,7.5,0,0,0,7.25782530528199,32.0202729905434
0.0188888888888889,3.01978283477369,9.95412001529989,0,0.000703549707143987,450,7.5,0,0,0,7.25547383468936,32.0200391997369
0.0194444444444444,3.02037080637486,9.95274743245016,0,0.000742132333921256,450,7.5,0,0,0,7.25312632549698,32.0197919598482
0.02,3.02095594953838,9.95137992720397,0,0.00078209022824908,450,7.5,0,0,0,7.25078260366526,32.0195322036984
0.0205555555555556,3.02153827688087,9.95001745111656,0,0.000823414152172558,450,7.5,0,0,0,7.24844253154698,32.0192608266909
0.0211111111111111,3.02211781525937,9.94865993022023,0,0.000866088913302907,450,7.5,0,0,0,7.24610600961235,32.0189786899401
0.0216666666666667,3.02269460565015,9.94730726559001,0,0.000910093461220325,450,7.5,0,0,0,7.24377297569947,32.0186866229878
0.0222222222222222,3.02326870283551,9.9459593344038,0,0.000955401062556613,450,7.5,0,0,0,7.24144340369108,32.0183854259644
0.0227777777777778,3.02384017481692,9.94461599150031,0,0.00100197958774616,450,7.5,0,0,0,7.23911730143762,32.0180758710658
0.0233333333333333,3.0244091019528,9.9432770714041,0,0.00104979190857078,450,7.5,0,0,0,7.23679470807286,32.0177587033755
0.0238888888888889,3.02497557583804,9.94194239075632,0,0.00109879639803504,450,7.5,0,0,0,7.23447569079732,32.0174346410996
0.0244444444444444,3.02553969795892,9.94061175106925,0,0.0011489475172598,450,7.5,0,0,0,7.23216034123908,32.0171043753056
0.025,3.0261015781691,9.93928494170742,0,0.00120019646971821,450,7.5,0,0,0,7.22984877151512,32.0167685692801
0.0255555555555556,3.02666133304022,9.93796174299075,0,0.00125249190017703,450,7.5,0,0,0,7.22754111012675,32.0164278576248
0.0261111111111111,3.02721908414506,9.93664192931367,0,0.00130578061432032,450,7.5,0,0,0,7.22523733242276,32.0160828452156
0.0266666666666667,3.02777495633188,9.93532527215265,0,0.00136000829520219,450,7.5,0,0,0,7.22293792260607,32.015734106145
0.0272222222222222,3.02832907606061,9.93401154301163,0,0.00141512019558201,450,7.5,0,0,0,7.22064286388987,32.0153821827825
0.0277777777777778,3.02888156977328,9.93270051595462,0,0.00147106178030443,450,7.5,0,0,0,7.21835231052164,32.0150275848965
0.0283333333333333,3.02943256249309,9.93139196994697,0,0.00152777931626355,450,7.5,0,0,0,7.21606641451207,32.0146707892063
0.0288888888888889,3.02998217652913,9.93008569083494,0,0.00158522038452954,450,7.5,0,0,0,7.2137853228636,32.0143122391103
0.0294444444444444,3.03053053241369,9.92878146901861,0,0.00164333431562102,450,7.5,0,0,0,7.21150917533082,32.013952373458
0.03,3.03107774189783,9.92747911259458,0,0.00170207274384296,450,7.5,0,0,0,7.20923810065547,32.0135915533337
0.0305555555555556,3.03162391336339,9.9261784364016,0,0.00176138927773597,450,7.5,0,0,0,7.20697222107313,32.013230122555
0.0311111111111111,3.03216914926432,9.92487926660764,0,0.0018212402957039,450,7.5,0,0,0,7.20471164544429,32.0128683939094
0.0316666666666667,3.03271354578505,9.9235814410458,2.33797263361046e-19,0.00188158487077244,450,7.5,0,0,0,7.20245647062727,32.0125066504162
0.0322222222222222,3.03325719265479,9.92228480930571,2.33794018724406e-19,0.00194238483187868,450,7.5,0,0,0,7.20020678119299,32.0121451467474
0.0327777777777778,3.03380017309711,9.92098923261906,2.33790774177823e-19,0.00200360477072014,450,7.5,0,0,0,7.19796264941197,32.01178411081
0.0333333333333333,3.03434256389339,9.91969458357769,2.33787529721293e-19,0.00206521200317868,450,7.5,0,0,0,7.19572413546423,32.0114237454346
0.0338888888888889,3.0348844355389,9.91840074572078,2.33784285354812e-19,0.00212717649410184,450,7.5,0,0,0,7.19349128782621,32.0110642301285
0.0344444444444444,3.03542585247134,9.91710761302425,2.33781041078377e-19,0.0021894707537045,450,7.5,0,0,0,7.19126414379252,32.0107057228538
0.035,3.03596687335343,9.91581509177989,2.33777796891984e-19,0.00225206971308242,450,7.5,0,0,0,7.18905942257695,32.0103483617972
0.0355555555555555,3.03650755003354,9.91452310172113,2.33774552795629e-19,0.00231495114419131,450,7.5,0,0,0,7.18686965614751,32.0099922644966
